;DR 1+;DR 1-;DR 2+;DR 2-;DR 3+;DR 3-;DR 4+;DR 4-;DR 5+;DR 5-;DR 6+;DR 6-;DR 7+;DR 7-;DR 8+;DR 8-;DR 9+;DR 9-;DR 10+;DR 10-;DR 11+;DR 11-;DR 20+
MEX3A;0.005065663;0.43380332;0.00014823419;0.4391284;0.05203524;0.0022941772;0.020838602;0.027363881;0.018251825;0.10483287;0.09314429;0.03469487;8.923332e-05;0.019229887;0.0004568892;0.014019063;0.00027150172;0.014142174;1.5874832e-05;0.13247105;3.288618e-05;0.16027866;0.002219011
MFAP1;0.0032440403;0.13150565;3.2653617e-05;0.2687411;0.10854809;6.217583e-05;0.0038916436;0.04277219;3.083857e-05;3.273467;0.03371155;0.0134056555;9.933395e-06;0.031748176;5.371734e-05;0.00819189;1.979197e-06;0.062218934;3.6611864e-06;0.040799014;1.46845e-05;0.053146783;0.017390797
MFAP5;0.008125442;0.18135817;0.0073681637;0.06802063;0.055086866;0.0042423983;0.013266106;0.02309752;0.0010010715;2.789995;0.0673316;0.0077366107;0.0007966986;0.017701812;1.940796e-05;0.03583434;8.1848375e-05;0.007377483;3.3684457e-06;0.099243835;4.031577e-05;0.031903666;0.008659897
MFGE8;4.0317496e-05;6.051437;2.2049378e-05;0.032828055;0.013017488;0.0004126384;0.0066887247;0.096562274;0.00220501;0.049736153;0.07682685;0.0028574707;2.7250868e-05;0.010502893;0.00032327347;0.0009889097;0.00013197586;0.0018305407;1.6158057e-05;0.106340274;5.6114477e-05;0.07514225;0.39774302
MGAT4D;0.018005481;0.07471457;0.0014621255;0.043223575;0.02195064;0.0071851634;0.022849118;0.0026698823;0.00027514598;3.3172197;0.062960796;0.0019061009;7.049249e-05;0.010642025;1.5965588e-05;0.025599701;9.105963e-05;0.0018315206;1.7955657e-06;0.086465076;2.0070784e-05;0.014710625;0.013201812
MGP;2.1014137e-06;1.9165102;0.0054041133;0.0019964231;0.0026792465;0.0022844316;0.0018358191;0.0022319318;3.6331057e-05;0.22963122;0.013660105;0.00012207867;2.7689068e-05;5.780757e-05;2.0741783e-05;0.0004060895;9.4831856e-05;5.64634e-05;5.333665e-08;0.25443682;8.050493e-08;3.0758736;0.0011614827
MICU3;7.3146904e-05;0.80744326;0.02001769;0.034247257;0.011920305;0.016154435;0.015895972;0.012673954;0.002403345;0.36240608;0.097956516;6.5016364e-05;0.0010390684;0.016135028;4.467896e-05;0.027156513;0.0009427072;0.00052315404;1.4916693e-06;0.10300603;2.5577767e-05;0.11333761;0.0022349532
MINDY2;0.1259757;0.9442774;0.0018363837;0.07995259;0.039439544;0.014953365;0.024690988;0.029056098;0.0647941;0.004436893;0.3241955;0.0030866913;1.9709121e-05;0.11982101;0.00039856374;0.059094876;0.0021361592;0.00067440764;5.070814e-06;0.20027557;4.306029e-05;0.07418945;0.015872711
MITF;0.0039289566;0.3151905;0.0032725665;0.11213783;0.068730384;0.008652912;0.011662167;0.05920263;0.0062402613;0.15803652;0.11042489;0.00013531046;0.00047558648;0.026008619;1.6100199e-05;0.10000463;0.0001906111;0.0019744867;3.6912581e-06;0.17490296;0.00010589949;0.0136839505;0.016818246
MKLN1;0.08317362;0.33610234;0.0003507525;0.40428674;0.20649825;0.0025702834;0.03358934;0.06093365;0.03693766;0.013759743;0.28010106;0.11020556;0.000109959336;0.05882618;4.8491118e-05;0.06440567;0.00018492744;0.034844;3.2092903e-05;0.13506393;5.361852e-05;0.10672923;0.09265242
MME;0.0021854164;2.2203696;0.00033098838;0.10630251;0.057653874;0.0013002213;0.022582466;0.07019357;0.01716823;0.01828891;0.1140765;0.035413515;0.00030494118;0.019204294;1.0112595e-05;0.069660746;0.00010357095;0.014836901;2.974291e-05;0.12386986;0.0003655457;0.0039028085;0.4198602
MMP1;0.00057887397;3.7009006;0.0002561565;0.02139086;0.02777199;0.00029797826;0.0009577496;0.14290401;1.16147685e-05;0.06577538;0.0055385614;3.6351666e-06;4.7663238e-05;0.012181497;7.928235e-06;0.0010661313;4.087074e-05;7.880823e-06;2.6186628e-06;0.017503284;3.756959e-05;1.5804748e-05;4.2128515
MMP10;0.0013670817;0.19264098;0.0004323434;0.013770241;0.033177763;0.0009627501;0.0013909795;0.2342663;0.0010351834;0.028400162;0.020924887;1.0340334e-05;1.3010333e-05;0.013272048;5.7959396e-06;0.0033899467;0.00017837506;6.855715e-05;5.2458618e-06;0.016505525;0.000118632954;0.0005836337;7.7225113
MMP11;0.00021695012;18.745405;5.5901464e-06;0.00788256;0.00057536125;0.00048146778;0.0013556428;0.042108607;0.0011715582;0.0067054844;0.001882321;0.0024388887;1.19431e-06;0.0014434763;1.09682815e-05;0.0014472472;1.4407124e-05;7.026938e-05;7.5182487e-07;0.02433057;1.7927581e-05;0.009739947;0.0031900455
MMP12;0.0001836277;0.055921838;0.00020594166;0.007005723;0.0052829855;0.00030887497;2.4931418e-07;8.572581;1.6862408e-06;1.0733788;0.020464502;1.0260519e-06;2.5411997e-05;0.0022997104;2.1313183e-06;0.016652739;2.7981137e-06;0.0016553574;2.597227e-07;0.026579551;5.521365e-06;0.012346393;0.111983046
MMP14;0.0023762542;7.959508;3.3325455e-06;0.06378706;0.04359186;8.246513e-06;0.00066527055;0.83894306;0.0025551873;0.014973978;0.004657885;0.012992295;1.4469406e-07;0.020917607;7.5154803e-06;0.01109243;2.6969808e-05;0.0023517236;3.834209e-06;0.026152575;1.0092555e-06;0.19284518;0.10384143
MMP2;4.7148324e-06;16.12532;0.00018466059;0.004038384;0.0008803688;0.00063368655;0.00028766965;0.054485183;0.00014899838;0.03739255;0.037158158;0.00034854966;1.1898086e-05;2.5919358e-05;7.2299026e-06;0.0013267245;7.0904607e-06;0.00011300899;4.5099423e-08;0.15500651;1.4748885e-07;0.09959803;0.051063914
MMP26;0.009022323;0.18136576;0.0028345152;0.08452581;0.07059443;0.006867581;0.009588326;0.020298783;0.005852116;0.081719026;0.19241756;0.0035164563;0.0002529693;0.042276468;4.6193013e-06;0.13304652;0.00037397485;0.0010492911;5.1298625e-06;0.22340412;0.00012239405;0.0067070452;0.005002199
MMP3;0.00033281787;0.8529859;7.841724e-05;0.004330467;0.0026585436;0.0008323546;0.00012965495;0.0680886;8.952364e-05;0.03224283;0.018609684;1.4862538e-05;2.643661e-07;0.0046059247;2.3374908e-07;0.00080872985;2.4818084e-05;1.0890874e-06;1.8693582e-07;0.019312944;5.9493473e-06;0.00012376823;10.033464
MMP9;0.0074182134;0.41141045;0.0013974549;0.019259136;0.0043959124;0.0022333178;7.913634e-05;7.885159;0.0021392286;0.034344822;0.04910146;0.004313021;0.0004564159;7.0348906e-05;1.0316529e-06;0.03137855;2.5008556e-05;0.00084543054;1.1101253e-05;0.02600226;3.3276952e-05;0.023361735;0.1613814
MMRN1;0.022474376;0.111177176;0.0014471991;0.07582456;0.023623623;0.019229941;0.024261791;0.0104954485;0.00394547;1.0602278;0.10196718;0.003324718;4.029037e-05;0.032447904;3.641062e-05;0.049007643;0.00048147474;0.0006111292;5.4086786e-06;0.17790958;1.2794857e-05;0.11851319;0.0115303015
MOG;0.026295267;0.14777656;0.009357442;0.13923281;0.09904395;0.011181361;0.022665374;0.055126023;0.03218341;0.030795524;0.19570972;0.0031327652;0.00018699854;0.04234338;1.9119381e-05;0.09779389;0.00034018594;0.004194495;5.9672657e-06;0.19461758;0.00025566763;0.026397204;0.002257696
MORC1;0.009316268;0.1829889;0.0015778422;0.109927535;0.057729084;0.0041372124;0.015764464;0.076234184;0.01817359;0.055257153;0.21978995;0.0005386034;3.7349437e-05;0.057495065;1.1386359e-05;0.103754506;0.00013650824;0.0017247127;1.3313922e-06;0.29975176;8.5020096e-05;0.017725933;0.014328562
MOSPD3;0.023079922;0.097512215;0.009791596;0.1296471;0.06456987;0.006759696;0.021536242;0.027536418;0.004256447;1.9961885;0.09393765;0.051549353;0.0006131379;0.018373251;0.00014572854;0.037201274;0.00020094744;0.009950247;8.093345e-06;0.115315005;2.863417e-05;0.109268256;0.003680389
MOXD1;0.0016393684;2.3035655;0.0023725457;0.08064994;0.024643425;0.004284504;0.008022059;0.027829427;0.0026824393;0.21101554;0.23346;0.0007043465;0.00014703366;0.016814241;5.973544e-05;0.05220605;5.2119798e-05;0.0029500437;7.099645e-07;0.2306316;0.0002021728;0.0070910696;0.019094419
MPDZ;0.03179328;0.89362955;0.004813548;0.025498798;0.01145739;0.013754386;0.052655276;0.0037777259;0.0072743166;0.73872167;0.017113414;0.0036199808;3.664645e-05;0.018158069;0.00049389765;0.015560945;0.004379108;4.2504966e-05;2.6342352e-06;0.12072871;4.350715e-06;0.47419357;0.0016690888
MPEG1;0.0019126773;0.04570483;0.00071493554;0.0056230263;0.0045558163;0.0050245277;6.3995935e-07;6.2500243;0.00032519572;0.03917817;0.093400724;0.00016282118;0.00014179696;0.003021617;8.187348e-05;0.0024511514;0.00010601552;0.00046371625;3.626665e-06;0.12783515;2.1850514e-05;0.014229772;0.0013834626
MPL;0.070093036;0.15473457;0.00089071697;0.06796029;0.07391465;0.012857835;0.0207104;0.01188823;0.030690491;0.008001923;0.035871428;0.0021895962;8.966342e-06;0.05126182;0.00018838493;0.023581874;0.0011769667;0.0008787045;2.5818239e-05;0.11934906;2.2847677e-05;0.21591167;0.0091937445
MRC1;0.010216198;0.07639644;0.0018833398;0.13563669;0.07341746;0.0041028233;5.050273e-05;2.9065928;0.007126132;0.0092454;0.079055816;0.001678452;0.0003676721;0.03535537;3.169796e-06;0.1099333;0.00012939416;0.0028669117;7.3559686e-06;0.12718458;4.271306e-05;0.0123502845;0.0015929007
MRGPRX2;0.02328772;0.19613175;0.0028578837;0.15243095;0.04968458;0.013684038;0.014353575;0.039424136;0.004010813;0.06518978;0.1621567;0.005446901;0.00026168727;0.053696588;1.0976091e-05;0.1352739;0.000105483996;0.0062995693;1.1532874e-05;0.1963678;0.00024147466;0.014487782;0.006362823
MRPS11;0.03226509;0.18119422;0.0028958055;0.15009972;0.060055614;0.018760532;0.023966487;0.059443384;0.020412859;0.02155002;0.21495706;0.0029026472;0.00031463243;0.04540493;3.0313098e-05;0.11873723;0.00075035536;0.0015706233;1.0346861e-05;0.19313295;0.00022168255;0.013434152;0.0083856685
MS4A6A;0.0040836395;0.027133893;0.0009133535;0.0085986145;0.0034139962;0.0048344275;2.426803e-06;8.947653;0.00044639857;0.00908538;0.035496037;1.1168727e-05;3.1532632e-05;0.010396365;6.0839975e-05;0.005377612;2.3379927e-05;0.0007673909;2.7112412e-06;0.042063955;5.29376e-05;0.004112811;0.00053748384
MS4A6E;0.03388247;0.038995914;0.008804329;0.016012453;0.013914826;0.030902343;0.00015948583;0.22163793;0.005354959;0.020753777;0.08204541;8.116339e-05;3.4049262e-05;0.23018105;4.336709e-05;0.14716491;0.0015961642;0.00013540983;8.39765e-06;0.25053203;0.000787543;0.0025406207;0.0022465975
MS4A7;0.0017568023;0.038614508;0.0025511363;0.0038974974;0.0070444224;0.003410037;2.3339933e-06;7.4283686;0.00029773935;0.031485684;0.05100326;1.1690857e-06;4.6473044e-05;0.009530249;4.4828583e-05;0.01096329;7.189535e-05;0.00017195973;1.389631e-06;0.07822882;4.404687e-05;0.0041516544;0.0019574158
MSANTD4;0.00038642267;0.0425208;5.007064e-05;0.028899845;0.00792154;0.0003805096;0.001206521;0.01009783;9.247317e-06;10.40084;0.018733745;0.008485929;4.322592e-05;0.0049132626;2.9266669e-06;0.011268729;7.974733e-06;0.0023571537;2.0339219e-06;0.030817434;3.5056082e-06;0.01507824;0.0034825287
MSC;0.0029688228;0.54769695;0.00734766;0.02854298;0.02614933;0.0030376131;0.0067266882;0.028567877;0.00064960204;1.8988218;0.124745;0.013640466;0.00074273127;0.008080605;3.1048083e-05;0.029333618;2.5904013e-05;0.005282166;2.2695838e-06;0.20922594;0.00029250953;0.0010227278;0.06806156
MSH2;0.0033875643;0.016678518;7.1120403e-06;0.06667929;0.0059722047;0.00015473152;0.0038470025;0.006092466;5.6297386e-06;11.143107;0.009640498;0.004744904;3.6834185e-06;0.01105378;1.8559163e-05;0.0037973225;6.4912825e-07;0.05060386;4.4245276e-06;0.0037609555;7.0307133e-06;0.02384437;0.0058621643
MSMB;0.01473241;0.0077516153;0.0013031006;0.008156253;0.0022858784;0.008181296;0.0036050926;0.005437046;3.4838697e-05;6.686655;0.029632546;0.00049173343;5.2055297e-05;0.00830027;2.0209031e-06;0.015488439;0.00042085737;5.1819326e-05;1.7507824e-06;0.0470608;8.0271175e-06;0.010914397;0.044431273
MSN;0.00028053147;1.2475941;0.00211469;0.06396186;0.030533079;0.0010319395;1.6722646e-05;0.7722705;0.0066684475;0.06023922;0.21624398;0.007971468;0.0006561613;0.00040707452;0.00020694957;0.0027675515;4.9247424e-06;0.01729998;8.507076e-07;0.15064055;2.086265e-07;2.348558;0.022870468
MSR1;0.0009885657;0.10529253;0.0024773583;0.006679552;0.004206707;0.0030119582;4.910162e-06;9.088776;0.0010329796;0.011721081;0.039038714;4.3935934e-06;7.273004e-05;0.0040749144;9.91694e-06;0.009593797;0.00010482079;0.00014719006;4.7645568e-07;0.06736969;4.37688e-05;0.0031820687;0.0006239954
MSRA;0.019909885;0.11093569;0.00077484467;0.107022375;0.076387495;0.00066556956;0.0077879997;0.10433127;0.00014555195;3.1469595;0.07654084;0.008869274;8.248486e-05;0.072647355;7.401449e-05;0.039863538;3.6425656e-05;0.024142632;1.1399261e-05;0.11064882;1.0363375e-05;0.0934645;0.005928189
MT1H;0.03795399;0.6360357;2.1550262e-05;0.981654;0.631756;3.8051257e-05;0.049152978;0.20256218;0.015001583;0.0027493702;0.01634793;0.044808414;1.7461795e-07;0.43737584;0.00016273522;0.010888652;5.30229e-06;0.23550388;0.00021576039;0.001484669;3.5965724e-05;0.015654301;0.6995108
MT1HL1;0.0049902834;0.6353097;7.510652e-05;0.52232045;0.39581314;4.769224e-05;0.024933858;0.10119717;0.0063099135;0.0078014634;0.03992751;0.009067219;1.1346917e-06;0.30503833;9.158662e-05;0.0124023445;7.795801e-06;0.1367266;4.9619957e-05;0.0039967704;1.9529556e-05;0.028215528;0.23199655
MT1X;0.01813664;0.42305538;3.872611e-07;1.3282794;0.90622157;8.509041e-06;0.040413287;0.19560583;0.014334713;0.008905675;0.004207141;0.05361272;1.87496e-09;0.53170645;9.36061e-05;0.052364103;1.239633e-06;0.18806164;1.718338e-05;0.014480509;8.342669e-06;0.020939333;0.40464073
MT2A;0.0052448716;1.646634;0.00026544183;0.5121868;0.58259106;3.5032015e-05;0.014473203;0.4216284;0.01701783;0.023457218;0.06383716;0.022374384;7.3074796e-07;0.20755659;2.0612668e-05;0.0033999505;1.3231625e-06;0.1926753;2.4756262e-05;0.014562157;1.1564227e-05;0.15025249;1.5055012
MUC1;0.1804306;0.00016616835;1.1599858e-06;1.396359;1.4326464;1.2931557e-05;0.003215961;0.012843838;0.007810574;0.0058252374;0.018969025;0.011753948;9.221792e-07;0.26563826;1.854604e-07;0.33113182;0.00041815315;0.007068269;5.9851096e-05;0.0077561107;2.6366952e-05;0.0019732122;0.041102648
MUC2;0.013338981;0.00048759877;2.2358873e-09;0.6266543;0.24485154;4.1721682e-06;0.0054356917;0.0011394788;0.0010988746;0.00014010775;4.211367e-06;0.0001442345;1.1928998e-11;11.211228;2.2733227e-08;1.1260983;2.5657184e-07;0.010784143;9.216383e-06;1.31436145e-05;2.0446837e-06;0.00041065348;9.1593996e-05
MUC21;0.0011471817;0.01083437;0.0011857351;0.009132298;0.008897429;0.0006943004;0.00022637197;0.010337283;1.2026384e-05;7.1122494;0.017219545;7.278498e-05;0.00017200776;0.0022253324;4.376126e-06;0.00264042;1.0174346e-05;0.0011012832;5.9973354e-07;0.016999546;7.1746817e-06;0.007604614;0.0066906367
MXRA7;0.00029293046;4.2906504;0.0029894884;0.075453475;0.08770338;0.0006916732;0.008281371;0.05806689;0.007712503;0.055360578;0.089341305;0.018824438;4.5231605e-05;0.08192015;2.160935e-05;0.2098612;0.00068579294;0.0054549887;2.9218305e-05;0.11092535;2.3804248e-05;0.5141557;0.05729531
MYBPHL;0.007842815;0.16607288;0.002668667;0.108155906;0.07521905;0.0024275077;0.003738102;0.026437197;0.0010551246;0.25487784;0.09374807;0.0029639187;0.00020689228;0.03346052;2.2233122e-05;0.06060107;0.00025025924;0.0040286137;7.236676e-06;0.09562386;0.00011122857;0.021880878;0.005508029
MYD88;0.006002593;0.020273559;6.134798e-05;0.12616427;0.09207819;7.1959235e-05;0.0005014605;0.037652303;6.1817304e-06;5.6300726;0.014056088;0.0085889725;6.295595e-05;0.0063846954;2.4673274e-05;0.005998112;8.294299e-06;0.008702926;9.427288e-06;0.012991882;4.9759615e-06;0.02192988;0.008265823
MYH11;6.214848e-06;2.3636787;0.00937823;0.002695545;0.00023968976;0.0072560688;0.0014812573;0.011675646;0.00036908526;0.045734994;0.38953483;0.0006544096;0.00093497767;0.00014140512;0.0001789719;0.009170825;0.00095933594;0.0005200251;1.0424217e-05;0.05021924;1.6823122e-05;0.8027917;0.0002497487
MYH3;0.014813744;0.13177258;0.0012894975;0.055888034;0.020904128;0.007633803;0.011154158;0.020009633;0.0015418135;0.6660264;0.10223684;7.0985036e-05;9.292699e-05;0.016478986;6.007067e-05;0.03350971;0.0013149553;0.00013939946;5.0421677e-06;0.122263744;4.082654e-05;0.027338;0.009224116
MYL1;0.011799941;0.18865089;0.005851218;0.20815559;0.092853166;0.0055106874;0.0875688;0.036440182;0.01978225;0.10173007;0.14873119;0.005445198;0.00029565857;0.06059814;2.6315554e-06;0.16172236;4.062224e-05;0.014018878;1.5303498e-06;0.23424391;8.103406e-05;0.03231753;0.012955931
MYL10;0.005322804;0.062471382;0.0006021671;0.03374154;0.00849586;0.0020878161;0.00427385;0.005734771;1.3053619e-05;2.3878498;3.0316346;0.0055181724;0.000120838;0.018463133;3.6970327e-05;0.016781189;5.7458303e-05;0.002760467;3.0008432e-05;0.033968978;4.5834044e-05;0.040564954;0.088325165
MYL3;0.0038189548;0.015526829;0.0006161663;0.008907034;0.005419132;0.0018368266;0.003558881;0.0016127325;7.2752823e-06;7.355431;0.016470388;0.00020774316;7.463227e-05;0.0006621481;4.7675903e-06;0.0036110089;4.60955e-05;0.0001301064;8.984335e-07;0.030083742;1.6737604e-06;0.013265268;0.026839327
MYL9;0.00016667768;3.7838128;0.0016578676;0.07579102;0.06624806;0.0018667155;0.004619742;0.038831037;0.0010974541;0.07484811;0.11395536;0.02314653;0.0007934134;0.0017398025;0.000109241824;0.021503696;0.0003174066;0.0012880318;2.1645867e-05;0.045790568;1.8795761e-05;0.5645966;0.0027930294
MYLK;1.5960199e-05;4.2384634;0.0026081158;0.03055634;0.05899358;0.0004434355;0.0057021906;0.08690651;0.0018550894;0.020208774;0.16188602;0.0004633729;0.0006291829;0.00088117283;0.0001980053;0.017025165;0.00018966009;0.0025451826;1.2283175e-05;0.042740364;1.05993195e-05;0.34972328;0.0025913042
MYLK4;0.0066401665;0.031862237;0.0010840731;0.01598621;0.01735262;0.001898261;0.0013241059;0.0063727414;6.4839705e-06;5.9498043;0.037238862;2.1436139e-05;0.000112951624;0.0045250887;6.2669455e-06;0.013101434;0.00010859617;0.00029135225;1.8673725e-06;0.032136615;2.8886901e-05;0.008444443;0.019546725
MYO16;0.011519802;0.21621051;0.0038135604;0.16788873;0.0647763;0.012837406;0.019409318;0.03271917;0.022436695;0.028014468;0.18806264;0.02369322;0.0005571882;0.028517429;1.9522256e-05;0.08684521;4.385614e-05;0.023988942;5.7712537e-06;0.18012959;0.00013742512;0.011906938;0.0021974868
MYO9A;0.0076732975;0.034048513;0.00014514157;0.0130835865;0.0043439763;0.0011425661;0.0020549675;0.0015083883;5.560539e-06;6.924792;0.021540193;0.00010459924;8.933322e-06;0.0024042625;4.2659132e-05;0.0025307;2.8833276e-05;0.00012617598;7.58746e-07;0.020627946;1.2418847e-06;0.037995983;0.0068335733
MYOCD;0.00036272308;0.650103;0.003213599;0.14948963;0.09081941;0.0056468663;0.04033213;0.008392927;0.020665128;0.0023900687;0.13747618;0.0003491602;0.0013562457;0.011428154;2.2875949e-05;0.026341358;0.00029013757;0.0098065175;1.2692128e-05;0.042634122;0.00019876916;0.021358406;0.0011309086
MYOM2;0.005068084;0.23734812;0.006210671;0.16730419;0.07867108;0.008905572;0.017815826;0.012346596;0.009128032;0.09800125;0.08065556;0.0052781086;0.00040339687;0.05530763;0.00013768728;0.062293112;0.00010138275;0.036824893;8.504861e-06;0.048334166;3.473147e-05;0.112923585;0.00027861045
MZB1;0.0027150372;0.011875836;0.00029287685;0.0015981264;0.0010377985;0.0008020383;0.00090725755;0.0010594105;0.0007063496;0.0022845913;3.8503387;8.0239664e-07;2.2380736e-07;0.0013269144;1.578163e-06;0.003926881;1.1283901e-05;1.6063248e-05;6.7250014e-08;5.2576494;1.3401167e-05;0.003311806;0.001284204
NABP1;0.040933784;0.03767035;0.00058017083;0.061413128;0.16184938;0.0005261718;0.0016251943;1.0454372;0.018290175;0.0070706;0.2502544;0.0022895075;0.0012952085;0.007643354;0.0010948854;0.0015986535;0.0035464002;0.00014612931;2.5508078e-05;0.2151673;0.0005767802;0.0009007153;0.14950794
NALF2;0.03779749;0.35214946;0.026133882;0.09049938;0.032787472;0.017586589;0.026290394;0.025338633;0.044583667;0.08426345;0.12937887;0.039053127;0.00060659205;0.059579186;1.5252289e-05;0.055563603;0.0016405812;0.0025732773;9.701001e-05;0.027879357;0.00037116793;0.04278293;0.003354954
NARS2;0.009321868;0.02062554;0.00014396751;0.06711991;0.008372471;0.0016327013;0.0076246336;0.009979941;4.3311247e-05;8.968336;0.023697753;0.0089981975;8.3695995e-05;0.016545672;2.0781777e-05;0.015891857;8.712866e-06;0.011025454;2.4909634e-06;0.037238266;2.4175371e-05;0.013047082;0.0017508182
NAT1;0.020617342;0.19722344;0.004541682;0.21660997;0.20872088;0.00535095;0.009358408;0.021018477;0.0179566;0.008713274;0.145114;0.00013420683;0.0005348925;0.047840044;2.1895677e-05;0.09693165;4.1184936e-05;0.03216354;5.430144e-06;0.1408255;0.00019435424;0.014158221;0.0003404621
NAT8L;0.100147925;0.2958642;0.0003833844;0.27593407;0.16937049;0.009817055;0.028060662;0.07207069;0.042582072;0.009420738;0.07588174;0.019600779;1.3700508e-05;0.069317035;3.2738877e-05;0.09976592;5.679415e-05;0.017599773;1.742813e-05;0.09359977;9.441799e-05;0.04558683;0.007968131
NCBP2L;0.009240647;0.097648695;0.006367602;0.050315257;0.039085526;0.0032085471;0.016437745;0.013567071;0.0012319066;4.472907;0.06933246;0.010339408;0.00050921296;0.015449182;4.636003e-06;0.018143795;5.2982596e-05;0.0053364513;2.795725e-06;0.08089857;1.9196033e-05;0.061591893;0.0113928
NCKAP1L;0.0011266539;0.039946117;0.011446348;0.015674949;0.006630964;0.0064501255;9.561727e-06;2.071689;0.0009596215;0.5050708;0.47619194;0.00082255615;0.0006262974;0.0018245106;6.745043e-05;0.0048792716;3.883629e-06;0.007233275;2.789076e-07;0.6457252;4.0458657e-05;0.020916482;0.0024626597
NCR1;0.041341007;0.17052592;0.003582853;0.06612338;0.02930171;0.013231465;0.0028584213;0.052602306;0.0072619556;0.31347728;0.106096424;0.00037890222;6.538954e-05;0.020584965;2.74029e-05;0.08457796;0.00016615384;0.0008350686;5.2953246e-06;0.140886;2.9701707e-05;0.06958811;0.0310367
NDNF;0.00042416697;0.48160043;0.0005289761;0.14876042;0.16080162;0.0007077999;0.012634384;0.017904423;0.0007709529;0.1730461;0.15905577;0.00026717823;4.2788357e-05;0.022522915;5.090205e-06;0.031392798;2.5393361e-05;0.009660102;1.5000259e-06;0.07544225;0.00023833246;0.01286945;0.020889772
NDST2;0.08162159;0.34169498;0.0090299295;0.11207123;0.03262569;0.030624535;0.011243019;0.27183273;0.079888724;0.0319676;0.38583282;0.022365045;0.0001856464;0.09986554;0.002121115;0.042433463;0.0025550164;0.0021418552;1.5185085e-05;0.34621936;6.132731e-05;0.09214167;0.0026301974
NDST3;0.008043789;0.2780529;0.0015226027;0.1517955;0.0733962;0.0036840294;0.014359253;0.040112793;0.011959115;0.077422366;0.06896363;0.002623202;5.0022012e-05;0.036460917;1.1441976e-05;0.09715667;1.8560411e-05;0.017219601;6.512301e-07;0.23128241;2.9567651e-05;0.026015418;0.0036825584
NDST4;0.0078089423;0.23418394;0.0014086376;0.2721541;0.13766038;0.0026751356;0.040145148;0.034340993;0.013011482;0.2938674;0.13592277;0.008940427;0.00018505736;0.036771044;2.9588664e-05;0.04642601;4.415886e-05;0.0297383;4.1699877e-06;0.17705972;1.7371969e-05;0.07281193;0.0045087854
NDUFAF4;0.0012859853;0.014408616;0.00029108446;0.014787862;0.004241006;0.0011544883;0.0010391659;0.0011137608;7.4108275e-06;8.366701;0.02676314;3.60301e-05;2.4931485e-05;0.0032193582;1.0467562e-05;0.0032450962;2.1110927e-05;0.0003530565;3.068069e-07;0.010296466;7.6227166e-06;0.0058370684;0.010373247
NDUFAF6;0.018934935;0.0068210186;0.000396745;0.04107596;0.012235076;0.0009700099;0.005082702;0.0021152245;2.6102989e-05;7.3003545;0.018965777;0.018290604;0.00012201725;0.0029458127;2.1819787e-05;0.003887486;1.7870132e-06;0.007574339;7.656961e-07;0.033736356;4.5780547e-05;0.0059047653;0.0030804975
NDUFB2;0.019617474;0.3266235;1.6760696e-05;1.3375676;0.6771857;1.9746874e-05;0.00966051;0.2313179;0.0318989;0.00079383596;0.04685231;0.13667563;1.1480439e-06;0.19498664;4.5855077e-06;0.22367828;1.6161937e-06;0.38261396;1.49079315e-05;0.049728196;2.0790808e-06;0.24583985;0.0012536305
NEIL3;0.03873834;0.07975705;0.0013039291;0.14533983;0.016761016;0.027113264;0.0047139293;0.024913598;0.01274297;0.007569948;0.08884665;0.0002021117;0.00017397996;0.022076342;1.5841013e-05;0.06442088;1.9785011e-06;0.30879268;1.2086823e-05;0.06656773;0.00013396583;0.009291898;0.007797795
NEK4;0.040717687;0.18512265;9.869926e-05;0.3503372;0.075103335;0.0035353359;0.030139145;0.048105195;0.012006807;0.12733264;0.17034301;0.011941995;3.610745e-05;0.052168053;0.0006159247;0.03871277;5.654977e-05;0.05206052;1.3991474e-05;0.2118062;9.3899165e-05;0.062648766;0.0077449083
NEPRO;0.055511825;0.32510683;7.4827425e-05;0.42798337;0.12952366;0.0014206085;0.016180698;0.09617765;0.040773284;0.010744705;0.22861859;0.022677355;1.2369823e-05;0.09370676;0.00012252554;0.08463449;0.00017373961;0.02469165;1.5947691e-05;0.14576972;3.256005e-05;0.035474867;0.010738122
NEUROD6;0.018123481;0.09769437;0.0030263297;0.08258735;0.0664793;0.0035136142;0.018707458;0.007595711;0.00058178673;2.7439942;0.07309081;0.018636994;0.0006906205;0.0095956605;1.2217968e-05;0.033266794;4.3707954e-05;0.0055598854;3.211006e-06;0.14605573;3.3058634e-05;0.028434768;0.016221719
NEXMIF;0.01394623;0.12392588;0.011192015;0.2344109;0.11240391;0.004157983;0.04058441;0.06768565;0.026440037;0.28730804;0.23205578;0.016487163;0.0012164448;0.041201632;5.0390654e-06;0.06617278;0.00014550034;0.011853514;6.234048e-06;0.30127093;0.000101829595;0.053737633;0.0056921425
NEXN;0.00025957977;3.1405892;0.003141834;0.06653516;0.03157694;0.0020432137;0.01213619;0.009063986;0.0037393882;0.0046493057;0.107689604;0.0015026898;0.00032787636;0.012448761;1.4215465e-05;0.06996974;6.543428e-05;0.009600222;4.483172e-06;0.014878579;0.00017077934;0.020680299;0.002573941
