;DR 1+;DR 1-;DR 2+;DR 2-;DR 3+;DR 3-;DR 4+;DR 4-;DR 5+;DR 5-;DR 6+;DR 6-;DR 7+;DR 7-;DR 8+;DR 8-;DR 9+;DR 9-;DR 10+;DR 10-;DR 11+;DR 11-;DR 20+
A1CF;0.011637471;0.00837916;0.00036530106;0.14132309;0.09321801;0.0006661312;0.010264976;0.0020679901;5.7920417e-05;7.4569016;0.025725868;0.018842105;0.00017614347;0.03017011;4.033239e-06;0.017124936;1.531872e-05;0.015171107;5.8636665e-06;0.019238735;3.2562075e-05;0.007819371;0.0036803726
A2M;1.491141e-08;2.299036;0.00051500194;0.0012550359;0.00086122914;0.00057355245;1.0389651e-06;1.0233567;0.00011315099;0.03899727;0.19119054;0.000184514;2.862339e-05;0.00054512254;4.069983e-06;0.0024694705;1.5910855e-05;0.0016157409;9.057017e-08;0.17998825;4.3529062e-07;2.722947;0.0035866094
A4GALT;0.0027014443;0.97609454;0.002575665;0.025224667;0.04317107;0.0025597792;0.008962181;0.03071777;0.0002225856;0.9542968;0.05330859;0.0016598715;0.000111962356;0.006148261;6.4420296e-05;0.011003719;0.000264262;0.000637643;3.9769266e-06;0.08642337;1.9645968e-06;0.32802135;0.15710294
AAAS;0.009470557;0.04397172;0.0004415367;0.093335144;0.018114954;0.0019111126;0.0080998335;0.021637684;0.00010213551;7.672323;0.043062918;0.017666738;0.00014882143;0.016741296;8.343654e-05;0.016692806;2.327844e-05;0.014651915;3.9941096e-06;0.05740187;1.717568e-05;0.026391068;0.003304587
AARD;0.013938003;0.36118013;0.0045027426;0.11895797;0.09614017;0.0020759506;0.020079851;0.028073307;0.009293348;0.0704405;0.12892821;0.033201575;0.0003305875;0.04247615;5.324749e-06;0.103949174;4.55744e-05;0.017335713;4.7514e-06;0.15260993;3.270783e-05;0.04542838;0.010658675
ABCA12;0.009665129;0.17787625;0.007660605;0.2561866;0.15592492;0.0043827244;0.034448735;0.073097385;0.016031269;0.06895597;0.13323686;0.0027034539;0.0019863215;0.019459058;3.848925e-06;0.10996677;6.36863e-05;0.025475075;2.1064238e-06;0.21042891;0.00011085877;0.052431576;0.0040790727
ABCA3;0.00072368927;0.007190315;0.0012055468;0.00103071;0.0031511176;0.0013198826;0.0008925748;0.0026386955;6.877443e-06;13.677186;0.01018156;0.0016277904;1.2636035e-05;0.0024716896;1.2883077e-06;0.005981258;1.2504038e-05;0.00012079957;2.6480947e-07;0.020279417;7.507572e-07;0.026991017;0.009840745
ABCA8;0.009955689;0.07934191;0.0058118016;0.06445286;0.021851148;0.016162243;0.002658877;0.004549539;0.00043097636;1.0254459;0.32716164;0.0010560008;0.00018405584;0.0111763915;9.2420334e-05;0.02672735;0.00087011955;0.00024370667;1.7547563e-06;0.2724865;5.1969753e-05;0.0072889295;0.004349469
ABCB11;0.017270265;0.066185355;0.003588722;0.14479248;0.10483377;0.0050379345;0.062227525;0.052422993;0.007578891;1.2668259;0.0914345;0.00395159;0.00050668156;0.036059394;4.482064e-06;0.036352493;3.9489125e-05;0.018526811;3.0825856e-06;0.1536352;0.0002467308;0.013221462;0.052919768
ABCB6;0.051133346;0.21830314;0.0045531625;0.2809274;0.051035468;0.022518242;0.08581708;0.026141262;0.047884453;0.02950558;0.25274292;0.028437141;0.00022634656;0.11726312;6.878317e-06;0.1836229;0.0004926569;0.014561187;8.07476e-06;0.18580733;0.00012507894;0.09908108;0.0063341637
ABCB7;0.00077024236;0.011355031;0.00017807844;0.018649962;0.004937088;0.00021921565;0.0017113306;0.0055724108;7.0289225e-06;15.194084;0.009195514;0.0024383375;8.969834e-05;0.001691533;1.1822037e-06;0.0047348263;3.9190295e-06;0.0023026508;3.817217e-07;0.01664995;3.3108502e-06;0.010258952;0.0023458542
ABCC11;0.035182334;0.13325733;0.0044407877;0.24887753;0.08971182;0.015199761;0.022563657;0.11832103;0.023700478;0.05383244;0.12257536;0.02066539;0.0009522332;0.053594634;1.3546191e-05;0.15538716;0.0003819152;0.004440098;3.128006e-05;0.10887023;0.00020721355;0.017698957;0.008157056
ABCC12;0.021929314;0.19980897;0.007998191;0.15766127;0.086666614;0.0062623085;0.015282922;0.047333695;0.025703644;0.051086497;0.13807559;0.009013808;0.0007774441;0.029482642;1.6951379e-05;0.06271642;4.6793928e-05;0.014206977;3.170109e-06;0.25544754;4.175981e-05;0.04607142;0.0030312387
ABCD1;0.08759718;0.6651335;0.0042412723;0.28910366;0.09222792;0.00788779;0.01951552;0.6099113;0.06442054;0.042321224;0.15565771;0.14271843;0.00080866826;0.034980774;0.00011697064;0.034894265;0.000282196;0.018800875;3.0165156e-05;0.19011465;4.6165183e-05;0.12251495;0.00712317
ABL2;0.016839992;0.5575445;0.0009623541;0.08735328;0.03123418;0.0070017073;0.015236829;0.23049676;0.026146214;0.025114004;0.16014521;0.00064021925;6.63428e-05;0.031582046;0.00023403887;0.020860696;0.0005772877;0.002635293;7.128625e-06;0.23825589;9.773592e-06;0.674528;0.01861053
ABRA;0.018291395;0.07508353;0.003577761;0.111089505;0.061771486;0.002617303;0.022997795;0.021280516;0.00077951525;2.2867446;0.061343305;0.042225048;0.0002763506;0.022854766;3.4030747e-06;0.04812811;2.7865035e-05;0.008807701;1.4644282e-06;0.17867383;5.0214447e-05;0.030377358;0.004454429
ACAD9;0.017042859;0.05426686;2.9298117e-05;0.10716679;0.018427398;0.0008151825;0.0051167044;0.020386152;3.815262e-05;7.2949963;0.037031747;0.0084015615;1.1074012e-05;0.015190253;0.000102419144;0.013406668;7.713539e-06;0.03324181;7.466186e-06;0.026349586;2.2303693e-05;0.037122205;0.013500606
ACBD5;0.019881878;0.07915475;4.6600915e-05;0.304915;0.25602534;2.1836026e-05;0.0076626064;0.05993772;6.594351e-05;3.6572316;0.037428726;0.020285718;7.2556413e-06;0.08121309;7.65735e-05;0.024097506;3.5986802e-06;0.050766546;1.4269672e-05;0.044235986;2.0789206e-05;0.056179743;0.011085703
ACCS;0.036445446;0.041705117;0.0004811231;0.022974066;0.0016337436;0.010730002;0.0005071522;0.02887337;4.2339085e-05;5.7784657;0.032017723;0.0063896743;6.590554e-05;0.01491222;0.00025646304;0.008990822;0.0021136492;5.0751594e-05;8.672834e-06;0.04306779;6.318049e-06;0.038434435;0.0029261608
ACKR1;0.0017442477;0.017770719;0.010856603;0.027564669;0.010976565;0.0052795517;0.0016214966;0.001718673;0.0006618983;1.4579774;0.033649363;0.00029701804;0.0006309968;0.0024862878;6.0998496e-05;0.0035979387;0.00039423222;0.00068455917;1.0303896e-06;0.09623865;9.379952e-07;1.008307;0.0009157152
ACP4;0.0010187075;0.52238595;0.0048493505;0.11501667;0.102916755;0.0003245866;0.020511968;0.071191594;0.01419467;0.06581586;0.23117778;0.0030548372;3.82305e-05;0.066233814;4.830586e-06;0.09562157;5.3282118e-05;0.00907417;7.4741587e-07;0.1807999;2.2543805e-05;0.058669917;0.0065805
ACP5;0.0034056783;0.23699896;0.002750523;0.0053210077;0.003917309;0.0043220655;1.1133859e-06;8.476534;0.0017002989;0.036418807;0.08062229;0.00019167406;3.3749246e-05;0.002742558;2.2546477e-05;0.0005386177;0.00016124352;4.0398772e-05;7.215263e-08;0.09366364;1.7644782e-06;0.016768856;0.051520955
ACSM2A;0.020026427;0.15590547;0.009002055;0.12622711;0.071508095;0.020051235;0.020542568;0.06964695;0.0279233;0.037868436;0.18739197;0.008883045;0.00095797784;0.027977489;5.8693795e-06;0.17261499;0.00016912784;0.006535393;1.1384261e-05;0.1617307;3.6595342e-05;0.10491388;0.009498479
ACSM2B;0.013892299;0.08556543;0.0045406297;0.03820285;0.024081862;0.007157818;0.009891661;0.015273303;0.010015874;0.13506906;0.12067777;0.005620917;5.144203e-05;0.057776067;2.4160074e-05;0.04222063;3.070481e-05;0.004516951;2.2989086e-06;0.20013401;9.3483206e-05;0.0116579225;0.006905765
ACSM4;0.0040311865;0.02633152;0.001936084;0.015973186;0.011377959;0.0030678636;0.0044199536;0.009959349;3.3961474e-05;6.491167;0.044287812;0.0034789648;0.00012549166;0.01125172;6.0725297e-06;0.01766098;1.6053942e-05;0.001735508;1.1838117e-06;0.04864383;5.751467e-06;0.018574301;0.04383301
ACSS3;0.020017743;0.53919065;0.0010773034;0.35816374;0.05188442;0.01141164;0.03076824;0.02304741;0.03440962;0.022872638;0.11004597;0.013001381;0.0025259065;0.011613308;7.402394e-05;0.0800636;0.000112576905;0.018459747;1.7728711e-05;0.14942074;0.00025941615;0.005072953;0.00075193396
ACTA2;4.1581006e-06;6.1015067;0.0013018715;0.021814981;0.005499263;0.0013025964;0.0042811586;0.048398394;0.0018924122;0.009977061;0.0813685;0.00047749357;8.189099e-05;0.0042330814;7.458821e-06;0.014220933;4.3216347e-05;0.0034792973;3.975381e-06;0.020437002;1.1775201e-05;0.90594023;0.0001748595
ACTBL2;0.0041158544;0.072621346;0.00085665716;0.031847954;0.016588127;0.002278298;0.0026750201;0.0014840498;2.7021128e-05;5.3616457;0.028983654;0.0016883417;0.00034119576;0.005195926;2.6748618e-05;0.008642664;2.3228586e-05;0.0013527046;1.3270443e-06;0.027996264;8.858706e-06;0.008354266;0.013073643
ACTG2;4.5494115e-05;7.1908665;0.0022530966;0.0058748694;0.0004998869;0.0036859896;0.009390073;0.022591742;0.0077994256;4.2182397e-05;0.049167443;6.8379355e-05;0.00016844292;0.0016085168;7.5456933e-06;0.013745319;0.00029671635;0.00025189156;1.9752877e-05;0.0057495823;0.000245122;0.029715192;0.0006419261
ACTL8;0.0039537633;0.04187464;0.0011147063;0.023309896;0.01689154;0.0021776317;0.0035140794;0.0024681534;1.0622369e-05;6.4931045;0.026830561;7.487285e-05;8.723464e-05;0.002912874;4.663765e-06;0.0102593945;2.273966e-05;0.00040861664;1.9882202e-06;0.042431757;1.3596323e-05;0.009913169;0.021964181
ACVR2B;0.028438652;0.045618687;0.00027683977;0.060203653;0.0046228045;0.007828168;0.017499119;0.0024815449;0.00031677523;4.751491;0.04567776;0.009602854;3.908359e-05;0.013093803;0.00013445539;0.0068154484;0.00013582216;0.0012741393;2.4247322e-06;0.0692229;1.4748546e-05;0.043464664;0.008359476
ADAD2;0.043434497;0.14551261;0.012196222;0.080513045;0.03031005;0.02973679;0.029302903;0.035563853;0.029492;0.027698819;0.099370435;0.015796112;0.00025053255;0.057642423;3.7571757e-05;0.11861924;0.000626358;0.0014780668;1.1876209e-05;0.18442176;3.6524365e-05;0.13636124;0.0032926397
ADAM18;0.023087317;0.1935948;0.012988499;0.12846227;0.15118405;0.0033383046;0.026447617;0.039632052;0.017957829;0.024107285;0.19779697;0.0538507;0.0008377078;0.05157367;7.41644e-06;0.20641467;0.00013611457;0.0067545017;9.006033e-06;0.39340916;0.00019286956;0.013567047;0.0013529862
ADAM19;3.286648e-05;0.68979293;0.002306418;0.015163811;0.04622275;7.997871e-05;0.0012922607;0.16817136;0.00012843017;2.4778595;0.35377032;0.0019505018;0.0014437999;0.0011507277;0.00066447223;0.0004742776;3.3365308e-05;0.0030558223;1.3182828e-06;0.31841275;5.0031205e-05;0.036439404;0.030705204
ADAM28;0.00020069521;0.091183476;0.010627474;0.024463935;0.006773702;0.017640349;7.251578e-05;1.0018011;0.001788421;0.16452105;0.6060688;7.159934e-06;0.0009935524;0.0008983864;0.00013394566;0.015365344;0.003512042;3.090183e-05;1.9245104e-07;0.8808166;6.134169e-05;0.0030571208;0.0080233
ADAM8;0.018853648;0.05992976;0.0027861805;0.02261707;0.013615547;0.0067742458;0.0021028374;0.5193436;0.00053729856;2.7974217;0.124323964;0.0046864282;0.0014394685;0.019500354;0.00019168534;0.014463303;0.0007877785;0.00047394837;2.8226073e-05;0.14063069;0.00014353593;0.0016980275;0.14857014
ADAMDEC1;2.2725273e-05;2.3949068;0.0016648908;0.012578467;0.004417639;0.0040156757;0.00020636762;1.2408663;0.00024100688;0.0023478158;0.5617315;6.266887e-08;8.079408e-05;0.0025653606;5.9203223e-05;0.0026969793;0.0002538234;1.8333583e-05;1.0149823e-07;0.20875467;4.7167196e-05;0.0019430016;0.0019069336
ADAMTS1;0.00012862959;0.62799466;0.0011161051;0.028475413;0.0028871861;0.010231657;0.017440734;0.0020788135;0.0035828222;0.08854864;0.09346517;0.0010067807;0.00071792636;0.00012174479;0.00028618658;0.0016466281;0.0008077756;0.00038241484;2.1791573e-06;0.05680643;1.9849374e-06;2.5268834;0.01547872
ADAMTS13;0.0036515216;0.008293071;0.00016619747;0.0042016804;0.0012160277;0.0011906996;0.0016186398;0.00041947304;6.059698e-06;14.800265;0.012334947;0.0005429694;2.2200442e-05;0.00089255936;1.6932721e-05;0.0020125862;0.00012836022;4.1397714e-05;1.017292e-06;0.012697688;5.1737547e-06;0.008350722;0.010066843
ADAMTS3;0.015342687;0.45939198;0.0015789353;0.11172698;0.084271066;0.010261217;0.019423028;0.008756656;0.019888557;0.009798778;0.21596238;0.0003231634;5.4402095e-05;0.02596042;5.0686915e-05;0.072457895;0.00024328941;0.00086224545;2.0699051e-06;0.16212818;1.6105258e-05;0.038953632;0.004415601
ADAMTSL4;0.013230988;0.14437526;0.01107489;0.032833092;0.029495096;0.013868709;0.00030055735;1.477974;0.012172469;0.0048429887;0.07799977;0.000100694444;0.0004663088;0.014979122;0.00024225812;0.009305189;0.0018222416;0.00017910691;9.382125e-06;0.1116948;0.00035727225;0.011948046;0.0051971283
ADAP2;0.0042780754;0.036924955;0.0012663365;0.017151881;0.007943141;0.0025890924;0.00025943347;0.30207956;1.6518683e-05;4.3863945;0.520815;0.0007137255;8.754272e-05;0.0032362642;6.328567e-05;0.006032971;0.00020046877;0.0001761187;7.0265355e-07;0.69784325;4.6967066e-06;0.031675592;0.009084003
ADCY2;0.017672349;0.46217445;0.0058965674;0.156884;0.048450556;0.012184341;0.01257663;0.04207582;0.009992819;0.03986101;0.10779712;0.0025407274;0.0004017304;0.042880375;7.582349e-06;0.22941746;0.00051354116;0.00092682044;5.2773403e-06;0.12952885;0.00010511573;0.013008742;0.0076037506
ADGB;0.0064732884;0.08272947;0.0012728325;0.0673465;0.038562097;0.003377114;0.007099061;0.01673091;0.0010015025;3.1037614;0.07683253;0.0019268399;0.00037987015;0.012779634;7.3268466e-06;0.014647383;7.31088e-05;0.0054637925;4.3572454e-06;0.0798095;5.084074e-05;0.026477369;0.020253206
ADGRA1;0.006501888;0.4025165;0.007894643;0.103861764;0.0872752;0.0077302293;0.020283727;0.06018318;0.023054998;0.06852721;0.15908495;0.0029275892;0.0005474623;0.044546563;1.0865474e-05;0.08415473;0.0005016321;0.003059231;5.597986e-06;0.17519456;5.6128556e-05;0.061594576;0.0018462501
ADGRL2;0.0027766658;0.6937899;0.0027774884;0.10590785;0.045279082;0.0033443118;0.011906264;0.0039572017;0.011175004;0.03765824;0.09415903;0.00046153634;8.241347e-05;0.011916351;6.61006e-05;0.029909732;0.0005520347;0.0006784129;2.0966302e-06;0.19281386;1.3906581e-06;1.2456067;0.002738577
ADGRL3;0.0001512951;0.414635;0.00041774494;0.09452172;0.06116106;0.0010738444;0.0064943107;0.045901164;7.048595e-05;0.9262487;0.07924616;0.001569165;4.854369e-05;0.018988017;2.1052112e-05;0.06889413;8.674524e-06;0.021623937;3.0602612e-06;0.081228815;0.00039621687;0.0008548052;0.0049354574
ADGRL4;0.0037671104;0.09615657;0.0016370335;0.05832283;0.023589918;0.0047691464;0.006617085;0.010599177;0.0061172494;0.06435618;0.10169221;0.00018831676;3.3001405e-05;0.009942814;7.333833e-06;0.079380594;0.00038880395;0.0002987125;3.6240065e-06;0.14859506;1.3176762e-06;2.6964757;0.0048025455
ADH1A;0.019764898;0.6778441;0.004031914;0.1202714;0.10802738;0.0049788984;0.035479337;0.051182184;0.014297945;0.19172046;0.1166973;0.0025976158;0.00011528553;0.036763083;1.7047487e-05;0.08522292;0.00018982365;0.0034710313;6.50517e-06;0.16970278;0.00010937072;0.026368188;0.020216918
ADH1B;0.008745355;0.23348737;0.004343372;0.10489763;0.088916495;0.008407928;0.023961661;0.0099912705;0.030803533;0.010412111;0.33421078;0.0015431427;9.620606e-05;0.04887219;3.7640082e-05;0.08547392;0.00062639895;0.0019498621;2.9957944e-06;0.3176779;0.00024677912;0.01344413;0.0014161636
ADH7;0.005939898;0.056399185;0.0022012698;0.043051116;0.036558535;0.0023153252;0.015546206;0.038015246;7.763887e-05;2.7738175;0.056179844;0.00028816256;8.5462125e-05;0.019812312;4.941234e-06;0.030292025;5.4835295e-05;0.0005277949;1.117838e-06;0.09417245;3.813198e-05;0.006672482;0.016790917
ADIPOR1;0.0049108774;0.049639247;0.0001393332;0.104608394;0.070689015;0.00025338287;0.0010611701;0.050387003;1.5275818e-05;7.50113;0.045479495;0.0071193175;0.00022403187;0.014710673;4.855708e-05;0.035422057;4.677592e-05;0.013075174;1.7010065e-05;0.03292986;2.6497439e-05;0.016284587;0.011048837
ADIRF;0.023947364;0.12423852;0.007629024;0.19277206;2.4925056;0.00017716632;0.037467416;0.0010177534;0.013581876;0.00013167714;0.024175992;0.35640106;7.576959e-05;0.07677038;0.0020286222;0.001515673;6.214883e-07;0.40141422;4.084249e-06;0.009611016;2.9285177e-06;0.35718122;3.9580394e-07
ADORA2A;0.009301658;0.027786175;0.006349275;0.009361677;0.0055116997;0.010766339;0.0018706085;0.009438651;3.5412373e-05;4.687585;0.097774364;0.00017410253;0.00054876035;0.004675104;0.00011046303;0.0049128397;0.00047717898;0.00013562344;3.3764966e-06;0.10844962;2.4119122e-06;0.06205657;0.02719998
ADRA1B;0.053350758;0.32648346;0.004951957;0.1037254;0.057174675;0.013446713;0.0121509675;0.0059696683;0.03739275;0.003271733;0.17341243;0.035162333;0.0041376166;0.00066262897;3.1160787e-05;0.02328104;0.0016029493;0.00031337226;1.5649697e-05;0.093906;5.1471484e-06;0.15055196;0.0037911192
ADRB1;0.04627561;0.2216781;0.006893085;0.047130417;0.035471477;0.05010844;0.020368814;0.025985146;0.04409636;0.052832596;0.10325293;0.0017442575;0.000119711854;0.13764103;9.202035e-05;0.0638611;0.00427264;0.00027799018;2.228165e-05;0.11723886;6.103774e-05;0.058741376;0.0022097745
ADRB2;0.00955459;0.005850066;0.0045682;0.009176579;0.004832496;0.0063846526;0.00082224625;0.02461821;9.449235e-05;7.381922;0.0711807;0.0003098028;0.000341756;0.0035080248;1.1177962e-05;0.0037501426;0.0008486182;9.862727e-05;9.2375706e-07;0.094906084;1.6201164e-06;0.048132118;0.016198695
ADTRP;0.047524992;0.06300963;0.0015506664;0.13228506;0.27890688;0.00018875502;0.008432185;0.041098613;0.00013787835;6.0722394;0.043811634;0.0022999153;0.00090489694;0.019109305;0.00018184465;0.013503899;0.00057074724;0.0030316513;7.2111434e-05;0.015043469;0.00010706889;0.024253236;0.03044305
AEBP1;1.0802559e-06;18.699345;0.00014664263;0.004622241;0.0023032625;0.000109330984;0.0003434434;0.038221307;6.0290018e-05;0.036501016;0.028824527;0.00042934561;1.722255e-05;0.0007053085;1.1571965e-06;0.002751633;2.8430443e-06;0.0004668027;2.5720462e-08;0.090368345;1.1461465e-06;0.017711855;0.012167624
AEN;0.012844293;0.06036328;0.0004752641;0.15356505;0.0556216;0.0034877155;0.011720928;0.013772223;0.00016258168;5.3067493;0.07321929;0.007504905;9.663242e-05;0.039636992;0.0003672816;0.040373694;9.842632e-05;0.010564679;4.7942076e-06;0.070553906;3.3260763e-05;0.011703411;0.010627898
AFF2;0.016326351;0.3640532;0.013087181;0.25838804;0.15323599;0.0036865037;0.044926964;0.049620163;0.035393745;0.11234171;0.24246456;0.021192294;0.00073112885;0.0813226;1.5705255e-05;0.114965476;0.0002434089;0.01745978;6.110508e-06;0.23815824;5.3315784e-05;0.052026097;0.010659127
AFF3;0.00021919786;0.039934956;0.0019800896;0.010584178;0.011118491;0.001371795;0.0061370605;0.007895885;2.3674822e-05;7.261447;0.02316445;0.0001028345;0.00017993138;0.0031592736;1.0531926e-06;0.01604068;6.5190125e-06;0.001226936;4.4298838e-07;0.021402907;4.9804567e-06;0.014015326;0.028005453
AGT;0.019588135;3.7643476;5.2939355e-05;0.043010868;0.012388996;0.0008744464;0.0038199376;0.22221188;0.01655225;2.5437725e-05;0.064265974;0.016675174;1.0702555e-06;0.011706599;0.0002491775;0.0023855832;1.6739923e-05;0.02642296;1.9625044e-05;0.030023433;0.00024219097;0.00817294;0.108398125
AHRR;0.009500566;0.11297766;0.0039479383;0.11976578;0.05991093;0.002697921;0.0046772934;0.052933432;0.0029517368;0.72245246;0.09401522;0.0034524077;0.00019327331;0.040015172;2.9361365e-05;0.03055859;0.0002664298;0.0037761724;4.9117525e-06;0.07935825;2.9378032e-05;0.11819355;0.0037375062
AIDA;0.011812237;0.22470349;4.710341e-05;0.16462632;0.09337762;8.3332e-05;0.00424947;0.03548534;0.00022057451;2.666941;0.044183902;0.013404558;4.708101e-06;0.05328112;6.731695e-05;0.07024245;1.3116278e-05;0.07351329;1.0630701e-05;0.060442656;2.5990243e-05;0.10249463;0.01772498
AIF1;0.0005690704;0.113108344;0.00419705;0.0025765537;0.0014938657;0.005061137;4.996728e-07;6.472614;0.0009959358;0.02487277;0.14740181;2.7554435e-05;3.8816284e-05;0.0019945267;4.164389e-05;0.0036167435;0.00011450563;0.00011134098;6.446209e-07;0.15490302;1.5905065e-05;0.03546541;0.0017258689
AK1;0.030485088;0.18279164;0.0021470597;0.46234006;1.2745817;5.9416298e-06;0.10307184;0.023325054;0.027216524;0.005772301;0.034559697;0.042360596;1.4590604e-06;0.51228946;4.1798776e-06;0.13400565;3.0294555e-06;0.2178294;2.8075037e-06;0.07758652;1.3043203e-06;0.34480622;0.013954525
AK5;0.008101869;0.52865195;0.0017549703;0.12139043;0.048373763;0.004753666;0.010509951;0.022014223;0.008020751;0.031596802;0.16678232;0.00028622051;0.000105149295;0.026509987;3.548379e-05;0.041276854;4.53911e-05;0.0061139273;2.151617e-06;0.109375626;0.00015571863;0.007823798;0.020210087
AKAP12;0.00012786205;2.4926288;0.010337326;0.03747643;0.32156846;0.00020222674;0.012198596;0.00411015;0.0077009443;0.05786628;0.122150466;0.013468398;0.0007289872;0.0039669885;0.00023877861;0.0036669846;0.0014690413;0.0011360021;4.2109104e-06;0.24032885;1.9964543e-06;0.13386865;0.016376184
AKAP13;0.015562605;0.15765104;2.2718157e-05;0.06624293;0.099032275;1.784451e-05;0.0016023938;0.13181114;0.00014430011;4.193034;0.06685108;0.0024383713;6.0653605e-07;0.035396867;0.0006412303;0.009864464;0.0010935324;0.00020873606;4.548808e-06;0.3021421;1.5665631e-06;0.19909863;0.036436364
AKAP17A;0.00545088;0.037059896;0.0011989188;0.044210505;0.027384078;0.0013312169;0.004477805;0.032438707;5.168329e-05;9.768239;0.105414934;0.007584335;0.00023387065;0.010699955;1.6227908e-05;0.015167385;0.00012780125;0.0012947395;1.7714526e-06;0.101570696;7.0332453e-06;0.033748977;0.008757874
AKNA;0.0620489;0.049468245;0.0023059645;0.14146684;0.015778074;0.008962269;2.8055088e-05;0.70358664;0.0419427;0.015768446;0.48451927;0.006903538;4.8427068e-05;0.10281101;0.0011304587;0.089616545;9.8798286e-05;0.02601998;3.462453e-06;0.28760752;8.306841e-05;0.0055838316;0.0035519898
ALDH8A1;0.028180823;0.2696271;0.005041091;0.0902963;0.031231109;0.020303948;0.012714987;0.014321966;0.026263462;0.0678426;0.24227627;0.0017106831;0.00037343104;0.01284952;2.0111862e-05;0.06055217;0.00056631427;0.0010680412;3.9701363e-06;0.22052634;0.0005849297;0.011853146;0.052828003
ALDH9A1;0.0028509488;0.063051134;0.00011249737;0.21215996;0.04416357;0.00020557901;0.003245289;0.038489796;2.1906253e-05;3.7661173;0.02715493;0.019660369;3.711346e-05;0.03185811;6.625716e-05;0.027446233;3.0583465e-06;0.05100076;1.01470205e-05;0.031518836;1.6285228e-05;0.056569178;0.0003883776
ALG10;0.013846817;0.06622496;0.002044674;0.05908314;0.015170264;0.005312894;0.008191372;0.034416717;0.00068808714;1.7792302;0.09222794;0.003692229;0.00049078057;0.01229961;2.4461671e-05;0.027398951;0.0003205956;0.001136395;1.1322063e-05;0.11128195;7.389712e-05;0.02114457;0.0075993617
ALKAL2;0.0011619672;0.6099919;0.00045847436;0.12958616;0.09159025;0.003098883;0.03960398;0.026004942;0.00083860557;0.5803092;0.13408503;0.0033033988;2.6377797e-05;0.008860809;2.6627285e-06;0.057236925;0.00026209466;0.0015622838;1.431313e-05;0.04726166;0.00047677386;0.010806327;0.025637196
ALOX5AP;0.03952139;0.15223503;0.009560762;0.0155341895;0.00041136547;0.032502513;6.489127e-05;3.56588;0.015374558;0.0047117295;0.05620585;0.028372955;0.002366993;0.00055579137;5.037082e-05;0.0020104402;0.00021583948;0.00038333645;3.111794e-05;0.034881976;0.00027000488;0.005258447;0.15590803
AMELY;0.0023646557;0.18740948;0.009252962;0.0921889;0.04561324;0.002573132;0.01906163;0.058449905;0.009657202;0.14287156;0.20442411;0.002818667;0.00064628053;0.016064597;2.8039927e-05;0.03619086;4.832948e-05;0.026872085;3.3684987e-06;0.20213681;6.656006e-05;0.051407326;0.008375496
AMH;0.027111968;0.00045118583;0.00018788366;0.0048886416;5.7028745e-05;0.009935401;0.0015221473;0.00016053831;6.9632624e-06;8.3326435;0.006067134;0.0011439458;2.152006e-05;0.0010053152;0.00015971041;0.0006285567;8.596933e-05;0.00013662939;4.154935e-06;0.006176224;2.773126e-06;0.011551123;0.003214374
AMPH;0.005648026;0.15595263;0.0026245334;0.06936895;0.036996342;0.0027621367;0.013825291;0.008064724;0.00013996058;3.699953;0.042880736;0.009080603;0.00026517027;0.01793956;1.4950315e-05;0.028595196;1.6152073e-05;0.005636594;1.048712e-06;0.09129555;2.2237693e-05;0.012260856;0.028642213
AMTN;0.002072349;0.13387032;0.005341546;0.060729623;0.04798327;0.0022819466;0.015600019;0.026241144;0.00091750233;2.733093;0.1251227;0.0022724266;0.00022675481;0.01021904;6.1337164e-06;0.03145227;9.877355e-05;0.0012590656;3.7329082e-07;0.2158957;5.1471156e-06;0.040466953;0.0043429057
ANGPT2;0.0055440753;0.27225372;0.0049009942;0.024412202;0.010403771;0.0069512017;0.004997489;0.019533312;0.002060411;0.05707291;0.098141834;0.0001079547;0.000107055246;0.010241913;4.0028983e-05;0.020979192;0.0006450381;0.0006203921;4.254539e-06;0.07330017;2.2284814e-06;2.5166137;0.0038710115
ANGPTL1;0.020434493;0.2805484;0.0024279132;0.12883893;0.12022546;0.0033774003;0.025073485;0.004074932;0.0380855;0.01396244;0.20857027;0.005237783;4.8950184e-05;0.060226813;0.00033526268;0.032575496;2.3788189e-05;0.09389458;7.2544804e-06;0.15333962;7.7174795e-05;0.031618413;0.001339028
ANGPTL2;0.0019772884;4.265845;0.0018309471;0.0061193104;0.0016686862;0.002183254;0.004025058;0.004642182;0.00014009103;0.37106654;0.05679168;0.00025136463;3.064372e-06;0.008291105;1.7992435e-05;0.008131096;0.00015689775;6.366847e-05;5.557656e-07;0.07451315;6.380348e-07;0.71978325;0.07406052
ANGPTL5;0.010638851;0.14826374;0.004439299;0.08212732;0.104404725;0.004999978;0.01616436;0.039406583;0.00029829;0.40962455;0.11756379;0.0011910076;0.0008371725;0.038278386;1.213899e-05;0.04197536;0.00037393946;0.001067616;2.1083868e-05;0.08660014;0.00017073266;0.012659771;0.0056895562
ANGPTL7;0.005487105;0.024607753;0.0012055355;0.033283256;0.024878172;0.0017515635;0.00363228;0.0035560888;1.834165e-05;4.893104;0.07878362;8.088318e-05;8.255355e-05;0.0073756604;3.1025995e-06;0.022278456;2.4570609e-05;0.0011255192;1.1182218e-06;0.057364747;1.1618625e-05;0.01209953;0.032157
